A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4,L5,L6,L7
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8556701030927837,0.5746268656716418,0.1277139208173691,0.7042868920032975,0.0815596777366794,0.6178425422740524,0.6167337986577182,0.2037010212211197,5.0,1.0,2.0,5.0,3.0,4.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8556701030927837,0.6567164179104478,0.1382962962962963,0.6455070074196207,0.0551912192936801,0.6457143090379008,0.5849789530201343,0.1071920040559136,3.0,4.0,5.0,5.0,1.0,2.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8659793814432991,1.0,0.1781609195402299,0.375515251442704,0.0402432620411247,0.0233236151603498,0.0727821029082774,0.0353081770116607,1.0,3.0,5.0,5.0,4.0,2.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8556701030927837,0.9328358208955224,0.2222222222222222,0.4014839241549876,0.0241459572246748,0.0629737609329446,0.0778523489932885,0.0298761497790975,1.0,6.0,5.0,3.0,4.0,2.0,7.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8247422680412372,0.9029850746268656,0.1693486590038314,0.3738664468260511,0.0418529925227697,0.0373177842565597,0.0697986577181208,0.0072427029767509,1.0,3.0,5.0,6.0,2.0,4.0,6.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9402985074626864,0.0229885057471264,0.0189612530915086,0.0107315365442999,0.0116618075801749,0.010738255033557,0.0099587165930325,1.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7835051546391752,0.7164179104477612,0.0383141762452107,0.2489694971145919,0.0429261461771997,0.0629737609329446,0.2165548098434004,0.0253494604186282,1.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7515463917525774,0.8365671641791045,0.045338441890166,0.2530915086562242,0.0375603779050497,0.0303206997084548,0.0372474272930648,0.1095458825233577,1.0,4.0,7.0,6.0,3.0,2.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7835051546391752,0.7611940298507461,0.0825031928480204,0.3716405605935696,0.2065820784777736,0.029737609329446,0.0882917225950783,0.0715216918954153,4.0,4.0,4.0,1.0,3.0,4.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8247422680412372,0.5895522388059701,0.0695606641123882,0.1361088211046991,0.0304056624909649,0.0170262390670553,0.0409843400447427,0.0407402042442239,1.0,7.0,6.0,4.0,2.0,5.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8144329896907218,0.8208955223880596,0.0157522349936143,0.0966199505358614,0.019674125946665,0.0180758017492711,0.0211185682326621,0.0045266893604693,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8144329896907218,0.6716417910447761,0.0134687100893997,0.0750206100577081,0.0360965963204072,0.0209912536443148,0.0211507829977628,0.0072427029767509,1.0,3.0,3.0,2.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6804123711340206,0.8059701492537313,0.0,0.2675185490519373,0.0107315365442999,0.0023323615160349,0.0116331096196868,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.577319587628866,0.8805970149253731,0.0,0.1830173124484748,0.0053657682721499,0.0023323615160349,0.0017897091722595,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5876288659793815,0.8059701492537313,0.0,0.2102225886232481,0.0107315365442999,0.0023323615160349,0.007158836689038,0.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6804123711340206,0.708955223880597,0.0,0.1088211046990931,0.0214630730885998,0.0023323615160349,0.010738255033557,0.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6804123711340206,0.8059701492537313,0.0,0.2176422093981863,0.0107315365442999,0.0046647230320699,0.0196868008948545,0.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6804123711340206,0.8432835820895522,0.0,0.3437757625721352,0.0107315365442999,0.0023323615160349,0.010738255033557,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6701030927835052,0.7761194029850745,0.0,0.4921681780708986,0.0107315365442999,0.0046647230320699,0.0250559284116331,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6597938144329898,0.0,0.0,0.0,0.0,0.0,0.0250559284116331,0.0,1.0,5.0,5.0,3.0,5.0,2.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8072164948453608,0.8731343283582088,0.0104291187739463,0.1094806265457543,0.0193167657797398,0.0077737609329446,0.0119319910514541,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7804123711340207,0.8059701492537313,0.0116858237547892,0.0991755976916735,0.0295117254968248,0.0046647230320699,0.0120805369127516,0.0090533787209386,1.0,3.0,2.0,5.0,5.0,5.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.741237113402062,0.8731343283582088,0.0110498084291187,0.1215169002473206,0.1717045847087988,0.0058309037900874,0.0128859060402684,0.0027160136162815,1.0,4.0,2.0,6.0,6.0,3.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7670103092783506,0.753731343283582,0.0074916985951468,0.0634789777411376,0.0160973048164498,0.0031090379008746,0.010738255033557,0.0054320272325631,1.0,4.0,2.0,3.0,4.0,4.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7360824742268042,0.7313432835820896,0.0083652618135376,0.0760923330585325,0.0160973048164498,0.0029154518950437,0.0192393736017897,0.0226334468023466,2.0,4.0,1.0,3.0,4.0,4.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7216494845360826,0.9029850746268656,0.0080102171136653,0.0995877988458367,0.0173850892017658,0.0041982507288629,0.0044742729306487,0.0045266893604693,1.0,3.0,2.0,3.0,3.0,3.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8762886597938145,0.6044776119402985,0.0973818646232439,0.3173948887056884,0.2414595722467484,0.1049562682215743,0.2726317494407159,0.047077569348881,2.0,6.0,5.0,4.0,1.0,3.0,7.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8170103092783506,0.7611940298507461,0.0869399744572158,0.7485572959604286,0.1169737483328692,0.1282798833819242,0.1049181208053691,0.1050191931628883,3.0,4.0,5.0,7.0,2.0,1.0,6.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8350515463917526,0.6044776119402985,0.3473818646232439,0.3110469909315746,0.2629226453353482,0.3189504373177843,0.4460850111856823,0.1889440139059897,6.0,3.0,1.0,5.0,2.0,4.0,7.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.845360824742268,0.5074626865671641,0.3304597701149425,0.2733718054410552,0.2910929287641355,0.2332361516034985,0.4178970917225951,0.1176939233722025,6.0,3.0,1.0,5.0,2.0,4.0,7.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9381443298969072,0.7014925373134328,0.0913154533844189,0.4257213520197856,0.0348774937689747,0.1994169096209912,0.3856823266219239,0.166310567103643,5.0,1.0,4.0,6.0,2.0,3.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8350515463917526,0.7313432835820896,0.0753512132822477,0.1061005770816158,0.2406933405374854,0.0586985422740524,0.1831463087248322,0.0325921633953791,1.0,4.0,5.0,4.0,2.0,3.0,4.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8247422680412372,0.4402985074626865,0.0699872286079182,0.060593569661995,0.1434119617634065,0.0839650145772594,0.189220581655481,0.0271601361628159,2.0,3.0,1.0,5.0,4.0,6.0,6.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8247422680412372,0.2462686567164178,0.0683524904214559,0.0542456718878812,0.1770703529809488,0.0871720116618075,0.1993288590604026,0.0271601361628159,1.0,5.0,2.0,3.0,4.0,5.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7731958762886598,0.6865671641791044,0.0280970625798212,0.2728771640560594,0.1083885190974292,0.0620408163265306,0.1932885906040268,0.0117693923372202,3.0,7.0,4.0,6.0,5.0,2.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7628865979381444,0.7313432835820896,0.0280970625798212,0.2666941467436108,0.2736541818796482,0.0903790087463556,0.1014174496644295,0.0181067574418773,1.0,6.0,6.0,3.0,2.0,4.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7525773195876289,0.8731343283582088,0.0265644955300127,0.4064303380049464,0.139509975075899,0.0251895043731778,0.1073825503355704,0.0389295285000362,5.0,6.0,4.0,6.0,3.0,1.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7628865979381444,0.6641791044776119,0.0344827586206896,0.4486397361912613,0.1323552596618143,0.0645294460641399,0.1861297539149888,0.1901209531397117,3.0,4.0,2.0,7.0,6.0,5.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7628865979381444,0.8335820895522388,0.0310242656449553,0.5101401483924155,0.0961545674369273,0.0746355685131195,0.1251543624161074,0.0280654740349098,2.0,5.0,6.0,7.0,4.0,3.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7731958762886598,0.8059701492537313,0.0791826309067688,0.363396537510305,0.7914508201421198,0.2594752186588921,0.3829977628635347,0.026254798290722,4.0,6.0,6.0,3.0,5.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7835051546391752,0.4477611940298507,0.1353767560664112,0.3078318219291014,0.9808624401490136,0.3209329679300291,0.4556599731543624,0.0389295285000362,5.0,5.0,5.0,4.0,3.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7628865979381444,0.803731343283582,0.0925874840357598,0.3075020610057708,0.4605975592128895,0.1343440233236151,0.3024626577181208,0.0289708119070036,4.0,6.0,6.0,5.0,3.0,2.0,1.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8762886597938145,0.6417910447761194,0.3208173690932311,0.3114591920857378,0.1332502698096089,0.4614180524781341,0.542877870246085,0.3621351488375461,6.0,1.0,2.0,6.0,3.0,4.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8969072164948454,0.7014925373134328,0.4438058748403576,0.2735366859027205,0.1086568075110367,0.6244897959183673,0.7011185682326622,0.0316868255232852,5.0,3.0,4.0,5.0,1.0,2.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8350515463917526,0.798507462686567,0.2411366538952746,0.3873042044517725,0.1641925091277889,0.4472303206997085,0.4747203579418345,0.0660896646628521,5.0,3.0,4.0,5.0,2.0,1.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9072164948453608,0.6343283582089552,0.1362273307790549,0.4230832646331409,0.1037385443127841,0.2810495626822157,0.4167033378076062,0.2806547403490982,4.0,2.0,1.0,3.0,4.0,6.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8041237113402062,0.7835820895522387,0.1787994891443167,0.201401483924155,0.1055264183010644,0.3374157667638484,0.4366890380313199,0.0814804084884478,6.0,4.0,3.0,5.0,2.0,1.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8144329896907218,0.8805970149253731,0.1622222222222222,0.4072547403132729,0.147022050656909,0.3720116618075801,0.3901565995525727,0.0588469616861012,5.0,3.0,5.0,5.0,1.0,2.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8762886597938145,0.7835820895522387,0.1448710089399744,0.0272052761747732,0.2314942674117115,0.0536443148688046,0.2478747203579418,0.1885728253784312,4.0,6.0,6.0,5.0,1.0,2.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9381443298969072,0.4029850746268656,0.1559386973180076,0.025391591096455,0.1132778071470123,0.2430833819241982,0.4277404921700223,0.6561707829361917,2.0,1.0,3.0,5.0,5.0,5.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9175257731958764,0.335820895522388,0.1475095785440613,0.0220115416323165,0.1663388164366489,0.2270157434402332,0.4217754093959732,0.8946277250669948,2.0,1.0,4.0,4.0,4.0,4.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8144329896907218,0.4701492537313432,0.2602171136653895,0.3279472382522671,0.1649973743686114,0.1206997084548105,0.3684563758389262,0.0181067574418773,4.0,5.0,1.0,3.0,2.0,6.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8041237113402062,0.6119402985074626,0.2196219667943806,0.5111294311624073,0.4525134712709953,0.0730798833819242,0.378822389261745,0.1982689939885565,3.0,4.0,6.0,5.0,2.0,1.0,6.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7938144329896908,0.5298507462686567,0.1625159642401021,0.2588623248145095,0.1314613226676741,0.0667638483965014,0.3337807606263982,0.2716013616281596,2.0,6.0,1.0,4.0,3.0,7.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8041237113402062,0.4850746268656716,0.2097343550446999,0.2145919208573784,0.2313247091343115,0.0300618075801749,0.2758389261744967,0.047077569348881,3.0,5.0,1.0,4.0,2.0,5.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7938144329896908,0.3955223880597014,0.1668786717752235,0.2389942291838417,0.3982591151176325,0.1192093294460641,0.3287105324384787,0.1557181140001448,1.0,4.0,2.0,3.0,4.0,4.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7731958762886598,0.6567164179104478,0.1489936143039591,0.7162407254740314,0.8142553352987572,0.2437317784256559,0.5237136465324385,0.0271601361628159,3.0,6.0,5.0,4.0,2.0,1.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7835051546391752,0.7462686567164178,0.1267560664112388,0.4497938994229184,0.3313361908052603,0.0900874635568513,0.5113449485458613,0.679003404070399,2.0,1.0,5.0,6.0,3.0,4.0,7.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8969072164948454,0.5522388059701492,0.1220383141762452,0.1909315746084089,0.0408989589239814,0.0575323615160349,0.3611239373601789,0.0271601361628159,1.0,2.0,3.0,5.0,4.0,5.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7938144329896908,0.8283582089552238,0.1206360153256705,0.7220939818631492,0.2564837234087683,0.1259475218658892,0.4924259686800895,0.5948069819656695,2.0,1.0,3.0,5.0,5.0,5.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8556701030927837,0.8283582089552238,0.1060025542784163,0.3845836768342951,1.0,0.0909620991253644,0.2222818791946308,0.1185992612442963,1.0,2.0,6.0,5.0,3.0,4.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8690721649484536,0.4477611940298507,0.1025977011494252,0.2201154163231657,0.7766058749088532,0.1418845481049562,0.253839803131991,0.2263344680234663,5.0,3.0,2.0,1.0,5.0,5.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.841237113402062,0.8283582089552238,0.0818799489144316,0.4694146743610882,0.4956628441398529,0.1655976676384839,0.2372188098434004,0.1358006808140798,2.0,1.0,5.0,5.0,4.0,5.0,3.0
